score_event_id,hs_contact_id,old_score,new_score,changed_at,_synced_at
SCR-0000670,HS-000288,9,33,2026-04-13 22:40:32,2026-04-01 06:30:00
SCR-0000671,HS-000289,0,5,2026-03-04 18:15:22,2026-04-01 06:30:00
SCR-0000672,HS-000289,5,17,2026-03-07 20:50:29,2026-04-01 06:30:00
SCR-0000673,HS-000290,0,12,2025-10-16 02:14:47,2026-04-01 06:30:00
SCR-0000674,HS-000290,12,45,2025-10-23 21:32:53,2026-04-01 06:30:00
SCR-0000675,HS-000290,45,69,2025-10-26 20:59:29,2026-04-01 06:30:00
SCR-0000676,HS-000291,0,11,2026-02-28 19:54:07,2026-04-01 06:30:00
SCR-0000677,HS-000292,0,19,2025-09-10 06:47:52,2026-04-01 06:30:00
SCR-0000678,HS-000292,19,45,2025-09-13 15:59:55,2026-04-01 06:30:00
SCR-0000679,HS-000292,45,63,2025-09-15 15:48:12,2026-04-01 06:30:00
SCR-0000680,HS-000293,0,24,2025-11-21 06:41:36,2026-04-01 06:30:00
SCR-0000681,HS-000293,24,44,2025-12-05 17:35:16,2026-04-01 06:30:00
SCR-0000682,HS-000293,44,65,2025-12-07 09:39:56,2026-04-01 06:30:00
SCR-0000683,HS-000294,0,17,2025-09-21 01:35:53,2026-04-01 06:30:00
SCR-0000684,HS-000294,17,43,2025-09-28 10:55:40,2026-04-01 06:30:00
SCR-0000685,HS-000294,43,85,2025-10-01 07:56:17,2026-04-01 06:30:00
SCR-0000686,HS-000295,0,18,2025-12-31 22:28:01,2026-04-01 06:30:00
SCR-0000687,HS-000295,18,44,2026-01-03 21:19:49,2026-04-01 06:30:00
SCR-0000688,HS-000295,44,67,2026-01-06 17:17:48,2026-04-01 06:30:00
SCR-0000689,HS-000296,0,22,2025-10-20 06:23:13,2026-04-01 06:30:00
SCR-0000690,HS-000296,22,40,2025-10-30 22:35:34,2026-04-01 06:30:00
SCR-0000691,HS-000296,40,59,2025-11-01 03:56:02,2026-04-01 06:30:00
SCR-0000692,HS-000297,0,20,2025-09-10 14:50:11,2026-04-01 06:30:00
SCR-0000693,HS-000297,20,22,2025-09-12 07:20:19,2026-04-01 06:30:00
SCR-0000694,HS-000298,0,7,2026-01-07 07:28:09,2026-04-01 06:30:00
SCR-0000695,HS-000298,7,26,2026-01-18 04:40:13,2026-04-01 06:30:00
SCR-0000696,HS-000299,0,5,2025-12-22 00:26:42,2026-04-01 06:30:00
SCR-0000697,HS-000299,5,46,2025-12-23 13:27:52,2026-04-01 06:30:00
SCR-0000698,HS-000299,46,89,2025-12-24 21:38:39,2026-04-01 06:30:00
SCR-0000699,HS-000300,0,18,2025-09-16 18:37:02,2026-04-01 06:30:00
SCR-0000700,HS-000301,0,9,2026-02-15 06:04:04,2026-04-01 06:30:00
SCR-0000701,HS-000301,9,31,2026-02-23 02:31:37,2026-04-01 06:30:00
SCR-0000702,HS-000302,0,17,2025-09-30 14:15:44,2026-04-01 06:30:00
SCR-0000703,HS-000302,17,41,2025-10-09 09:16:58,2026-04-01 06:30:00
SCR-0000704,HS-000302,41,74,2025-10-10 19:11:01,2026-04-01 06:30:00
SCR-0000705,HS-000303,0,23,2025-09-28 10:58:23,2026-04-01 06:30:00
SCR-0000706,HS-000303,23,42,2025-10-05 23:29:23,2026-04-01 06:30:00
SCR-0000707,HS-000303,42,79,2025-10-07 09:18:39,2026-04-01 06:30:00
SCR-0000708,HS-000304,0,13,2025-12-29 10:23:31,2026-04-01 06:30:00
SCR-0000709,HS-000304,13,48,2026-01-06 16:17:30,2026-04-01 06:30:00
SCR-0000710,HS-000305,0,15,2025-09-27 20:49:02,2026-04-01 06:30:00
SCR-0000711,HS-000305,15,40,2025-10-04 10:28:16,2026-04-01 06:30:00
SCR-0000712,HS-000305,40,55,2025-10-04 17:46:12,2026-04-01 06:30:00
SCR-0000713,HS-000306,0,20,2025-10-18 20:38:02,2026-04-01 06:30:00
SCR-0000714,HS-000306,20,36,2025-11-06 17:50:09,2026-04-01 06:30:00
SCR-0000715,HS-000307,0,15,2025-11-17 12:08:55,2026-04-01 06:30:00
SCR-0000716,HS-000307,15,44,2025-11-29 15:06:13,2026-04-01 06:30:00
SCR-0000717,HS-000307,44,55,2025-12-01 15:56:00,2026-04-01 06:30:00
SCR-0000718,HS-000308,0,9,2025-10-01 01:09:33,2026-04-01 06:30:00
SCR-0000719,HS-000308,9,46,2025-10-09 03:04:07,2026-04-01 06:30:00
SCR-0000720,HS-000308,46,52,2025-10-09 03:22:22,2026-04-01 06:30:00
SCR-0000721,HS-000309,0,10,2026-02-14 00:22:33,2026-04-01 06:30:00
SCR-0000722,HS-000310,0,9,2026-01-27 03:43:22,2026-04-01 06:30:00
SCR-0000723,HS-000311,0,15,2025-09-08 20:47:55,2026-04-01 06:30:00
SCR-0000724,HS-000311,15,21,2025-09-26 17:07:32,2026-04-01 06:30:00
SCR-0000725,HS-000312,0,5,2026-02-04 10:13:19,2026-04-01 06:30:00
SCR-0000726,HS-000312,5,35,2026-02-18 02:48:29,2026-04-01 06:30:00
SCR-0000727,HS-000313,0,16,2025-09-04 10:28:43,2026-04-01 06:30:00
SCR-0000728,HS-000313,16,47,2025-09-09 02:21:52,2026-04-01 06:30:00
SCR-0000729,HS-000313,47,60,2025-09-11 23:37:20,2026-04-01 06:30:00
SCR-0000730,HS-000314,0,16,2026-01-29 18:00:34,2026-04-01 06:30:00
SCR-0000731,HS-000315,0,18,2026-01-20 20:50:11,2026-04-01 06:30:00
SCR-0000732,HS-000315,18,44,2026-01-25 17:33:05,2026-04-01 06:30:00
SCR-0000733,HS-000315,44,55,2026-01-27 20:44:03,2026-04-01 06:30:00
SCR-0000734,HS-000316,0,21,2025-09-15 12:51:38,2026-04-01 06:30:00
SCR-0000735,HS-000316,21,45,2025-10-25 19:54:10,2026-04-01 06:30:00
SCR-0000736,HS-000316,45,90,2025-10-28 18:09:05,2026-04-01 06:30:00
SCR-0000737,HS-000317,0,24,2026-03-30 19:14:13,2026-04-01 06:30:00
SCR-0000738,HS-000317,24,39,2026-04-10 12:15:20,2026-04-01 06:30:00
SCR-0000739,HS-000318,0,17,2026-01-28 05:11:36,2026-04-01 06:30:00
SCR-0000740,HS-000318,17,45,2026-02-09 08:56:49,2026-04-01 06:30:00
SCR-0000741,HS-000318,45,90,2026-02-10 00:13:22,2026-04-01 06:30:00
SCR-0000742,HS-000319,0,17,2025-11-01 22:14:27,2026-04-01 06:30:00
SCR-0000743,HS-000319,17,47,2025-11-06 07:22:36,2026-04-01 06:30:00
SCR-0000744,HS-000319,47,62,2025-11-06 17:16:32,2026-04-01 06:30:00
SCR-0000745,HS-000320,0,22,2025-12-20 13:12:28,2026-04-01 06:30:00
SCR-0000746,HS-000321,0,18,2025-12-12 02:11:12,2026-04-01 06:30:00
SCR-0000747,HS-000321,18,28,2025-12-15 18:06:21,2026-04-01 06:30:00
SCR-0000748,HS-000322,0,6,2026-01-17 02:07:23,2026-04-01 06:30:00
SCR-0000749,HS-000322,6,31,2026-01-20 20:11:14,2026-04-01 06:30:00
SCR-0000750,HS-000323,0,19,2025-10-01 23:59:33,2026-04-01 06:30:00
SCR-0000751,HS-000323,19,44,2025-10-10 18:09:55,2026-04-01 06:30:00
SCR-0000752,HS-000323,44,71,2025-10-13 01:50:46,2026-04-01 06:30:00
SCR-0000753,HS-000324,0,15,2026-02-14 03:25:35,2026-04-01 06:30:00
SCR-0000754,HS-000324,15,45,2026-02-19 22:40:54,2026-04-01 06:30:00
SCR-0000755,HS-000324,45,57,2026-02-22 18:38:03,2026-04-01 06:30:00
SCR-0000756,HS-000325,0,9,2025-10-02 07:39:37,2026-04-01 06:30:00
SCR-0000757,HS-000325,9,29,2025-10-10 04:13:33,2026-04-01 06:30:00
SCR-0000758,HS-000326,0,20,2025-09-06 03:20:46,2026-04-01 06:30:00
SCR-0000759,HS-000326,20,27,2025-09-20 21:32:15,2026-04-01 06:30:00
SCR-0000760,HS-000327,0,8,2025-09-06 13:18:54,2026-04-01 06:30:00
SCR-0000761,HS-000327,8,44,2025-09-10 05:57:07,2026-04-01 06:30:00
SCR-0000762,HS-000327,44,68,2025-09-12 19:07:54,2026-04-01 06:30:00
SCR-0000763,HS-000328,0,13,2025-10-02 05:18:47,2026-04-01 06:30:00
SCR-0000764,HS-000328,13,45,2025-10-16 01:38:00,2026-04-01 06:30:00
SCR-0000765,HS-000328,45,89,2025-10-18 20:26:30,2026-04-01 06:30:00
SCR-0000766,HS-000329,0,6,2026-03-05 13:44:30,2026-04-01 06:30:00
SCR-0000767,HS-000329,6,40,2026-03-08 12:03:12,2026-04-01 06:30:00
SCR-0000768,HS-000329,40,50,2026-03-11 01:44:58,2026-04-01 06:30:00
SCR-0000769,HS-000330,0,15,2026-03-14 23:51:33,2026-04-01 06:30:00
SCR-0000770,HS-000330,15,25,2026-04-01 07:47:23,2026-04-01 06:30:00
SCR-0000771,HS-000331,0,12,2025-09-07 02:00:26,2026-04-01 06:30:00
SCR-0000772,HS-000331,12,21,2025-09-19 14:16:01,2026-04-01 06:30:00
SCR-0000773,HS-000332,0,14,2025-08-27 00:20:14,2026-04-01 06:30:00
SCR-0000774,HS-000332,14,43,2025-09-04 06:05:20,2026-04-01 06:30:00
SCR-0000775,HS-000332,43,61,2025-09-06 02:53:16,2026-04-01 06:30:00
SCR-0000776,HS-000333,0,22,2026-03-21 20:37:28,2026-04-01 06:30:00
SCR-0000777,HS-000333,22,33,2026-03-31 04:32:34,2026-04-01 06:30:00
SCR-0000778,HS-000334,0,18,2026-03-22 16:39:01,2026-04-01 06:30:00
SCR-0000779,HS-000334,18,27,2026-03-25 07:26:14,2026-04-01 06:30:00
SCR-0000780,HS-000335,0,6,2025-12-19 00:55:54,2026-04-01 06:30:00
SCR-0000781,HS-000335,6,9,2025-12-24 02:43:14,2026-04-01 06:30:00
SCR-0000782,HS-000336,0,5,2025-09-25 21:32:37,2026-04-01 06:30:00
SCR-0000783,HS-000336,5,44,2025-10-04 07:07:31,2026-04-01 06:30:00
SCR-0000784,HS-000336,44,61,2025-10-04 11:18:47,2026-04-01 06:30:00
SCR-0000785,HS-000337,0,21,2026-02-05 19:02:41,2026-04-01 06:30:00
SCR-0000786,HS-000337,21,48,2026-02-11 13:12:21,2026-04-01 06:30:00
SCR-0000787,HS-000337,48,50,2026-02-12 17:58:25,2026-04-01 06:30:00
SCR-0000788,HS-000338,0,16,2025-11-07 16:19:19,2026-04-01 06:30:00
SCR-0000789,HS-000338,16,47,2025-11-25 05:15:47,2026-04-01 06:30:00
SCR-0000790,HS-000338,47,69,2025-11-27 18:30:07,2026-04-01 06:30:00
SCR-0000791,HS-000339,0,7,2025-11-19 02:28:00,2026-04-01 06:30:00
SCR-0000792,HS-000339,7,44,2025-11-25 16:49:01,2026-04-01 06:30:00
SCR-0000793,HS-000339,44,78,2025-11-26 18:45:54,2026-04-01 06:30:00
SCR-0000794,HS-000340,0,16,2025-09-25 16:52:35,2026-04-01 06:30:00
SCR-0000795,HS-000340,16,47,2025-10-07 06:32:45,2026-04-01 06:30:00
SCR-0000796,HS-000340,47,64,2025-10-07 23:38:42,2026-04-01 06:30:00
SCR-0000797,HS-000341,0,6,2026-01-17 07:30:27,2026-04-01 06:30:00
SCR-0000798,HS-000341,6,16,2026-01-22 03:39:54,2026-04-01 06:30:00
SCR-0000799,HS-000342,0,7,2026-02-24 15:38:02,2026-04-01 06:30:00
SCR-0000800,HS-000342,7,35,2026-03-09 16:44:22,2026-04-01 06:30:00
SCR-0000801,HS-000343,0,9,2025-08-30 08:41:18,2026-04-01 06:30:00
SCR-0000802,HS-000343,9,47,2025-09-06 16:24:21,2026-04-01 06:30:00
SCR-0000803,HS-000343,47,78,2025-09-09 14:22:02,2026-04-01 06:30:00
SCR-0000804,HS-000344,0,8,2025-10-19 09:22:25,2026-04-01 06:30:00
SCR-0000805,HS-000344,8,19,2025-11-04 22:48:49,2026-04-01 06:30:00
SCR-0000806,HS-000345,0,14,2025-11-04 17:57:19,2026-04-01 06:30:00
SCR-0000807,HS-000345,14,28,2025-11-19 21:29:11,2026-04-01 06:30:00
SCR-0000808,HS-000346,0,18,2025-09-25 13:56:33,2026-04-01 06:30:00
SCR-0000809,HS-000346,18,40,2025-10-01 04:37:39,2026-04-01 06:30:00
SCR-0000810,HS-000347,0,5,2026-02-04 20:56:18,2026-04-01 06:30:00
SCR-0000811,HS-000347,5,41,2026-02-14 20:47:04,2026-04-01 06:30:00
SCR-0000812,HS-000348,0,12,2025-11-07 21:41:06,2026-04-01 06:30:00
SCR-0000813,HS-000348,12,43,2025-11-09 14:47:10,2026-04-01 06:30:00
SCR-0000814,HS-000348,43,70,2025-11-10 15:44:53,2026-04-01 06:30:00
SCR-0000815,HS-000349,0,14,2025-09-28 14:45:28,2026-04-01 06:30:00
SCR-0000816,HS-000349,14,45,2025-10-05 02:47:53,2026-04-01 06:30:00
SCR-0000817,HS-000350,0,18,2026-02-24 18:38:30,2026-04-01 06:30:00
SCR-0000818,HS-000350,18,35,2026-03-08 17:41:25,2026-04-01 06:30:00
SCR-0000819,HS-000351,0,7,2025-12-15 11:28:12,2026-04-01 06:30:00
SCR-0000820,HS-000351,7,43,2025-12-20 07:24:55,2026-04-01 06:30:00
SCR-0000821,HS-000352,0,8,2026-02-18 15:33:51,2026-04-01 06:30:00
SCR-0000822,HS-000352,8,34,2026-02-19 21:52:09,2026-04-01 06:30:00
SCR-0000823,HS-000353,0,12,2025-10-09 18:21:06,2026-04-01 06:30:00
SCR-0000824,HS-000353,12,47,2025-10-15 23:45:59,2026-04-01 06:30:00
SCR-0000825,HS-000353,47,67,2025-10-17 13:32:57,2026-04-01 06:30:00
SCR-0000826,HS-000354,0,18,2026-01-26 01:27:31,2026-04-01 06:30:00
SCR-0000827,HS-000355,0,21,2025-11-29 00:39:29,2026-04-01 06:30:00
SCR-0000828,HS-000355,21,37,2025-12-12 09:50:56,2026-04-01 06:30:00
SCR-0000829,HS-000356,0,5,2025-10-26 09:31:52,2026-04-01 06:30:00
SCR-0000830,HS-000356,5,43,2025-11-17 18:44:42,2026-04-01 06:30:00
SCR-0000831,HS-000356,43,67,2025-11-18 18:13:34,2026-04-01 06:30:00
SCR-0000832,HS-000357,0,10,2026-03-01 00:50:36,2026-04-01 06:30:00
SCR-0000833,HS-000357,10,41,2026-03-04 03:06:29,2026-04-01 06:30:00
SCR-0000834,HS-000357,41,63,2026-03-05 13:55:39,2026-04-01 06:30:00
SCR-0000835,HS-000358,0,10,2025-11-27 23:54:55,2026-04-01 06:30:00
SCR-0000836,HS-000358,10,32,2025-12-05 11:01:10,2026-04-01 06:30:00
SCR-0000837,HS-000359,0,12,2025-09-01 10:49:37,2026-04-01 06:30:00
SCR-0000838,HS-000359,12,24,2025-09-12 16:42:25,2026-04-01 06:30:00
SCR-0000839,HS-000360,0,24,2025-10-01 22:49:38,2026-04-01 06:30:00
SCR-0000840,HS-000360,24,34,2025-10-07 03:07:20,2026-04-01 06:30:00
SCR-0000841,HS-000361,0,5,2026-02-28 09:50:47,2026-04-01 06:30:00
SCR-0000842,HS-000361,5,12,2026-03-02 06:11:25,2026-04-01 06:30:00
SCR-0000843,HS-000362,0,6,2025-08-21 19:47:51,2026-04-01 06:30:00
SCR-0000844,HS-000362,6,49,2025-09-01 02:16:35,2026-04-01 06:30:00
SCR-0000845,HS-000363,0,16,2026-02-25 19:41:48,2026-04-01 06:30:00
SCR-0000846,HS-000363,16,40,2026-02-28 23:35:58,2026-04-01 06:30:00
SCR-0000847,HS-000363,40,50,2026-03-02 16:16:50,2026-04-01 06:30:00
SCR-0000848,HS-000364,0,10,2025-11-21 14:29:38,2026-04-01 06:30:00
SCR-0000849,HS-000364,10,47,2025-12-05 15:25:16,2026-04-01 06:30:00
SCR-0000850,HS-000364,47,71,2025-12-07 22:19:46,2026-04-01 06:30:00
SCR-0000851,HS-000365,0,23,2025-09-25 02:57:00,2026-04-01 06:30:00
SCR-0000852,HS-000365,23,39,2025-10-02 02:57:38,2026-04-01 06:30:00
SCR-0000853,HS-000366,0,7,2026-03-15 11:37:24,2026-04-01 06:30:00
SCR-0000854,HS-000366,7,44,2026-03-23 04:23:52,2026-04-01 06:30:00
SCR-0000855,HS-000366,44,82,2026-03-23 21:55:05,2026-04-01 06:30:00
SCR-0000856,HS-000367,0,21,2025-09-29 08:19:44,2026-04-01 06:30:00
SCR-0000857,HS-000368,0,6,2026-03-02 02:50:12,2026-04-01 06:30:00
SCR-0000858,HS-000368,6,17,2026-03-15 18:24:28,2026-04-01 06:30:00
SCR-0000859,HS-000369,0,13,2025-12-25 20:40:43,2026-04-01 06:30:00
SCR-0000860,HS-000370,0,11,2025-09-17 19:09:21,2026-04-01 06:30:00
SCR-0000861,HS-000370,11,34,2025-09-28 11:13:15,2026-04-01 06:30:00
SCR-0000862,HS-000371,0,20,2025-08-28 21:23:56,2026-04-01 06:30:00
SCR-0000863,HS-000371,20,43,2025-09-01 01:25:21,2026-04-01 06:30:00
SCR-0000864,HS-000371,43,57,2025-09-01 15:19:43,2026-04-01 06:30:00
SCR-0000865,HS-000372,0,24,2026-01-30 04:40:18,2026-04-01 06:30:00
SCR-0000866,HS-000372,24,31,2026-02-07 15:14:12,2026-04-01 06:30:00
SCR-0000867,HS-000373,0,19,2025-09-27 12:48:04,2026-04-01 06:30:00
SCR-0000868,HS-000373,19,28,2025-10-14 04:13:32,2026-04-01 06:30:00
SCR-0000869,HS-000374,0,22,2025-10-16 21:38:32,2026-04-01 06:30:00
SCR-0000870,HS-000374,22,46,2025-10-20 06:53:41,2026-04-01 06:30:00
SCR-0000871,HS-000374,46,62,2025-10-20 14:54:48,2026-04-01 06:30:00
SCR-0000872,HS-000375,0,18,2026-01-23 03:45:21,2026-04-01 06:30:00
SCR-0000873,HS-000375,18,19,2026-02-01 12:39:34,2026-04-01 06:30:00
SCR-0000874,HS-000376,0,10,2025-09-14 11:02:04,2026-04-01 06:30:00
SCR-0000875,HS-000376,10,46,2025-09-19 04:47:30,2026-04-01 06:30:00
SCR-0000876,HS-000376,46,82,2025-09-21 05:09:54,2026-04-01 06:30:00
SCR-0000877,HS-000377,0,20,2026-03-20 12:57:43,2026-04-01 06:30:00
SCR-0000878,HS-000377,20,43,2026-03-23 20:38:45,2026-04-01 06:30:00
SCR-0000879,HS-000377,43,75,2026-03-25 07:36:56,2026-04-01 06:30:00
SCR-0000880,HS-000378,0,17,2025-09-07 14:40:21,2026-04-01 06:30:00
SCR-0000881,HS-000378,17,48,2025-09-11 10:42:28,2026-04-01 06:30:00
SCR-0000882,HS-000378,48,62,2025-09-12 14:08:32,2026-04-01 06:30:00
SCR-0000883,HS-000379,0,5,2026-01-28 03:24:48,2026-04-01 06:30:00
SCR-0000884,HS-000379,5,28,2026-02-11 12:53:49,2026-04-01 06:30:00
SCR-0000885,HS-000380,0,19,2026-02-14 00:27:29,2026-04-01 06:30:00
SCR-0000886,HS-000380,19,41,2026-02-23 23:23:57,2026-04-01 06:30:00
SCR-0000887,HS-000380,41,68,2026-02-24 04:12:32,2026-04-01 06:30:00
SCR-0000888,HS-000381,0,8,2026-02-21 23:20:16,2026-04-01 06:30:00
SCR-0000889,HS-000381,8,43,2026-03-01 05:32:14,2026-04-01 06:30:00
SCR-0000890,HS-000381,43,74,2026-03-03 07:38:59,2026-04-01 06:30:00
SCR-0000891,HS-000382,0,17,2026-01-16 21:09:31,2026-04-01 06:30:00
SCR-0000892,HS-000383,0,11,2026-02-12 02:46:30,2026-04-01 06:30:00
SCR-0000893,HS-000383,11,41,2026-02-20 01:27:32,2026-04-01 06:30:00
SCR-0000894,HS-000383,41,64,2026-02-22 05:05:19,2026-04-01 06:30:00
SCR-0000895,HS-000384,0,23,2025-10-12 12:15:28,2026-04-01 06:30:00
SCR-0000896,HS-000385,0,9,2026-02-17 18:50:10,2026-04-01 06:30:00
SCR-0000897,HS-000385,9,38,2026-02-22 10:24:27,2026-04-01 06:30:00
SCR-0000898,HS-000386,0,10,2025-11-23 02:07:43,2026-04-01 06:30:00
SCR-0000899,HS-000386,10,19,2025-11-25 17:44:20,2026-04-01 06:30:00
SCR-0000900,HS-000387,0,24,2026-01-23 07:16:02,2026-04-01 06:30:00
SCR-0000901,HS-000387,24,27,2026-01-25 12:06:17,2026-04-01 06:30:00
SCR-0000902,HS-000388,0,20,2025-11-09 16:06:32,2026-04-01 06:30:00
SCR-0000903,HS-000388,20,35,2025-11-18 21:02:01,2026-04-01 06:30:00
SCR-0000904,HS-000389,0,5,2025-12-26 20:25:14,2026-04-01 06:30:00
SCR-0000905,HS-000389,5,46,2026-01-01 08:19:38,2026-04-01 06:30:00
SCR-0000906,HS-000389,46,69,2026-01-02 06:04:19,2026-04-01 06:30:00
SCR-0000907,HS-000390,0,19,2026-03-24 10:58:26,2026-04-01 06:30:00
SCR-0000908,HS-000390,19,36,2026-04-10 06:59:33,2026-04-01 06:30:00
SCR-0000909,HS-000391,0,10,2025-10-07 07:10:43,2026-04-01 06:30:00
SCR-0000910,HS-000391,10,47,2025-10-17 08:06:49,2026-04-01 06:30:00
SCR-0000911,HS-000391,47,83,2025-10-17 18:27:31,2026-04-01 06:30:00
SCR-0000912,HS-000392,0,20,2026-02-09 17:21:48,2026-04-01 06:30:00
SCR-0000913,HS-000392,20,44,2026-02-13 19:32:49,2026-04-01 06:30:00
SCR-0000914,HS-000392,44,58,2026-02-16 04:49:49,2026-04-01 06:30:00
SCR-0000915,HS-000393,0,7,2026-01-22 17:04:27,2026-04-01 06:30:00
SCR-0000916,HS-000393,7,42,2026-01-28 03:02:55,2026-04-01 06:30:00
SCR-0000917,HS-000394,0,16,2026-01-08 12:59:52,2026-04-01 06:30:00
SCR-0000918,HS-000394,16,45,2026-01-18 14:41:22,2026-04-01 06:30:00
SCR-0000919,HS-000394,45,81,2026-01-20 07:06:14,2026-04-01 06:30:00
SCR-0000920,HS-000395,0,14,2025-12-23 00:47:42,2026-04-01 06:30:00
SCR-0000921,HS-000396,0,11,2026-02-20 17:07:53,2026-04-01 06:30:00
SCR-0000922,HS-000397,0,9,2026-03-24 00:39:00,2026-04-01 06:30:00
SCR-0000923,HS-000397,9,29,2026-04-09 16:04:36,2026-04-01 06:30:00
SCR-0000924,HS-000398,0,19,2026-02-07 12:54:55,2026-04-01 06:30:00
SCR-0000925,HS-000398,19,41,2026-02-15 01:59:52,2026-04-01 06:30:00
SCR-0000926,HS-000398,41,85,2026-02-15 23:45:44,2026-04-01 06:30:00
SCR-0000927,HS-000399,0,23,2025-10-08 00:17:20,2026-04-01 06:30:00
SCR-0000928,HS-000399,23,38,2025-10-11 19:07:49,2026-04-01 06:30:00
SCR-0000929,HS-000400,0,12,2025-11-07 05:36:48,2026-04-01 06:30:00
SCR-0000930,HS-000400,12,43,2025-11-11 18:48:11,2026-04-01 06:30:00
SCR-0000931,HS-000400,43,62,2025-11-12 11:17:48,2026-04-01 06:30:00
SCR-0000932,HS-000401,0,17,2025-10-06 07:08:45,2026-04-01 06:30:00
SCR-0000933,HS-000401,17,48,2025-10-11 01:50:20,2026-04-01 06:30:00
SCR-0000934,HS-000401,48,76,2025-10-13 03:33:43,2026-04-01 06:30:00
SCR-0000935,HS-000402,0,20,2025-12-30 16:35:48,2026-04-01 06:30:00
SCR-0000936,HS-000402,20,43,2026-01-05 01:39:31,2026-04-01 06:30:00
SCR-0000937,HS-000402,43,87,2026-01-07 04:32:13,2026-04-01 06:30:00
SCR-0000938,HS-000403,0,5,2025-11-02 20:22:31,2026-04-01 06:30:00
SCR-0000939,HS-000403,5,40,2025-11-07 22:58:03,2026-04-01 06:30:00
SCR-0000940,HS-000403,40,58,2025-11-09 14:16:01,2026-04-01 06:30:00
SCR-0000941,HS-000404,0,7,2026-02-03 06:53:24,2026-04-01 06:30:00
SCR-0000942,HS-000404,7,42,2026-02-08 20:19:11,2026-04-01 06:30:00
SCR-0000943,HS-000404,42,70,2026-02-09 20:28:01,2026-04-01 06:30:00
SCR-0000944,HS-000405,0,8,2025-10-24 07:55:21,2026-04-01 06:30:00
SCR-0000945,HS-000405,8,44,2025-11-05 07:22:08,2026-04-01 06:30:00
SCR-0000946,HS-000405,44,81,2025-11-05 09:00:28,2026-04-01 06:30:00
SCR-0000947,HS-000406,0,24,2026-03-14 07:11:00,2026-04-01 06:30:00
SCR-0000948,HS-000406,24,37,2026-03-23 09:45:49,2026-04-01 06:30:00
SCR-0000949,HS-000407,0,7,2025-12-27 16:46:40,2026-04-01 06:30:00
SCR-0000950,HS-000407,7,33,2026-01-12 16:28:03,2026-04-01 06:30:00
SCR-0000951,HS-000408,0,14,2025-10-27 02:58:07,2026-04-01 06:30:00
SCR-0000952,HS-000408,14,37,2025-11-05 18:16:27,2026-04-01 06:30:00
SCR-0000953,HS-000409,0,6,2026-03-06 23:30:11,2026-04-01 06:30:00
SCR-0000954,HS-000409,6,48,2026-03-15 17:03:17,2026-04-01 06:30:00
SCR-0000955,HS-000409,48,85,2026-03-17 23:32:18,2026-04-01 06:30:00
SCR-0000956,HS-000410,0,13,2026-03-06 23:26:19,2026-04-01 06:30:00
SCR-0000957,HS-000410,13,19,2026-03-16 13:08:00,2026-04-01 06:30:00
SCR-0000958,HS-000411,0,24,2025-11-10 02:09:19,2026-04-01 06:30:00
SCR-0000959,HS-000412,0,8,2026-02-14 22:24:45,2026-04-01 06:30:00
SCR-0000960,HS-000412,8,47,2026-02-20 09:51:24,2026-04-01 06:30:00
SCR-0000961,HS-000412,47,56,2026-02-22 16:51:14,2026-04-01 06:30:00
SCR-0000962,HS-000413,0,21,2025-12-30 11:34:19,2026-04-01 06:30:00
SCR-0000963,HS-000414,0,24,2025-11-30 10:10:47,2026-04-01 06:30:00
SCR-0000964,HS-000415,0,7,2026-01-07 21:51:58,2026-04-01 06:30:00
SCR-0000965,HS-000415,7,28,2026-01-13 17:26:24,2026-04-01 06:30:00
SCR-0000966,HS-000416,0,16,2026-01-12 18:21:34,2026-04-01 06:30:00
SCR-0000967,HS-000416,16,41,2026-01-17 07:01:00,2026-04-01 06:30:00
SCR-0000968,HS-000416,41,88,2026-01-17 12:53:28,2026-04-01 06:30:00
SCR-0000969,HS-000417,0,15,2026-01-19 13:28:01,2026-04-01 06:30:00
SCR-0000970,HS-000417,15,47,2026-01-25 12:35:57,2026-04-01 06:30:00
SCR-0000971,HS-000417,47,70,2026-01-28 12:30:13,2026-04-01 06:30:00
SCR-0000972,HS-000418,0,9,2026-01-08 06:18:04,2026-04-01 06:30:00
SCR-0000973,HS-000418,9,10,2026-01-17 09:45:45,2026-04-01 06:30:00
SCR-0000974,HS-000419,0,23,2026-03-12 22:30:40,2026-04-01 06:30:00
SCR-0000975,HS-000419,23,40,2026-03-19 14:04:12,2026-04-01 06:30:00
SCR-0000976,HS-000419,40,64,2026-03-20 21:57:47,2026-04-01 06:30:00
SCR-0000977,HS-000420,0,10,2026-02-10 17:20:58,2026-04-01 06:30:00
SCR-0000978,HS-000420,10,16,2026-02-25 08:21:44,2026-04-01 06:30:00
SCR-0000979,HS-000421,0,11,2025-09-24 01:03:56,2026-04-01 06:30:00
SCR-0000980,HS-000421,11,17,2025-10-09 07:28:51,2026-04-01 06:30:00
SCR-0000981,HS-000422,0,23,2026-01-26 23:09:40,2026-04-01 06:30:00
SCR-0000982,HS-000422,23,44,2026-02-06 23:10:22,2026-04-01 06:30:00
SCR-0000983,HS-000422,44,57,2026-02-09 02:58:45,2026-04-01 06:30:00
SCR-0000984,HS-000423,0,17,2026-02-25 02:56:29,2026-04-01 06:30:00
SCR-0000985,HS-000424,0,20,2025-10-17 13:24:47,2026-04-01 06:30:00
SCR-0000986,HS-000424,20,25,2025-10-29 19:26:23,2026-04-01 06:30:00
