history_id,opp_id,from_stage_num,to_stage_num,changed_at,changed_by,_synced_at
HIS-000711,OPP-00157,1,2,2026-03-12 22:10:20,USR-0033,2026-04-01 05:30:00
HIS-000712,OPP-00157,2,3,2026-03-15 23:38:37,USR-0033,2026-04-01 05:30:00
HIS-000713,OPP-00158,0,1,2025-10-27 02:08:12,USR-0034,2026-04-01 05:30:00
HIS-000714,OPP-00158,1,2,2025-11-29 07:30:03,USR-0034,2026-04-01 05:30:00
HIS-000715,OPP-00158,2,3,2025-12-02 22:19:03,USR-0034,2026-04-01 05:30:00
HIS-000716,OPP-00158,3,4,2025-12-11 23:38:56,USR-0034,2026-04-01 05:30:00
HIS-000717,OPP-00158,4,5,2025-12-17 18:07:03,USR-0034,2026-04-01 05:30:00
HIS-000718,OPP-00159,0,1,2026-03-27 00:05:14,USR-0028,2026-04-01 05:30:00
HIS-000719,OPP-00160,0,1,2025-09-11 20:23:47,USR-0028,2026-04-01 05:30:00
HIS-000720,OPP-00160,1,2,2025-09-30 16:30:14,USR-0028,2026-04-01 05:30:00
HIS-000721,OPP-00160,2,3,2025-10-10 21:37:23,USR-0028,2026-04-01 05:30:00
HIS-000722,OPP-00160,3,4,2025-10-25 03:35:07,USR-0028,2026-04-01 05:30:00
HIS-000723,OPP-00160,4,6,2025-11-28 03:36:11,USR-0028,2026-04-01 05:30:00
HIS-000724,OPP-00161,0,1,2025-11-29 09:24:31,USR-0026,2026-04-01 05:30:00
HIS-000725,OPP-00161,1,2,2025-12-04 17:53:38,USR-0026,2026-04-01 05:30:00
HIS-000726,OPP-00161,2,3,2025-12-09 18:57:52,USR-0026,2026-04-01 05:30:00
HIS-000727,OPP-00161,3,4,2025-12-14 13:23:44,USR-0026,2026-04-01 05:30:00
HIS-000728,OPP-00161,4,6,2025-12-22 07:58:06,USR-0026,2026-04-01 05:30:00
HIS-000729,OPP-00162,0,1,2026-02-09 07:17:33,USR-0028,2026-04-01 05:30:00
HIS-000730,OPP-00162,1,2,2026-02-18 01:20:23,USR-0028,2026-04-01 05:30:00
HIS-000731,OPP-00162,2,3,2026-02-23 16:51:55,USR-0028,2026-04-01 05:30:00
HIS-000732,OPP-00162,3,4,2026-02-28 10:12:07,USR-0028,2026-04-01 05:30:00
HIS-000733,OPP-00162,4,6,2026-03-04 18:58:01,USR-0028,2026-03-03 18:58:01
HIS-000734,OPP-00163,0,1,2026-01-06 13:49:07,USR-0026,2026-04-01 05:30:00
HIS-000735,OPP-00163,1,2,2026-01-07 21:34:30,USR-0026,2026-04-01 05:30:00
HIS-000736,OPP-00163,2,3,2026-01-28 01:28:35,USR-0026,2026-01-27 01:28:35
HIS-000737,OPP-00163,3,4,2026-01-30 03:20:58,USR-0026,2026-04-01 05:30:00
HIS-000738,OPP-00163,4,6,2026-01-30 17:14:03,USR-0026,2026-04-01 05:30:00
HIS-000739,OPP-00164,0,1,2026-02-03 08:52:22,USR-0033,2026-04-01 05:30:00
HIS-000740,OPP-00164,1,2,2026-03-11 11:49:02,USR-0033,2026-03-10 11:49:02
HIS-000741,OPP-00164,2,3,2026-03-13 01:00:33,USR-0033,2026-04-01 05:30:00
HIS-000742,OPP-00164,3,4,2026-03-13 14:10:39,USR-0033,2026-04-01 05:30:00
HIS-000743,OPP-00164,4,6,2026-03-17 17:28:00,USR-0033,2026-04-01 05:30:00
HIS-000744,OPP-00165,0,1,2026-01-25 18:06:02,USR-0033,2026-01-24 18:06:02
HIS-000745,OPP-00165,1,2,2026-01-30 18:12:57,USR-0033,2026-04-01 05:30:00
HIS-000746,OPP-00165,2,3,2026-02-03 03:13:31,USR-0033,2026-04-01 05:30:00
HIS-000747,OPP-00165,3,4,2026-02-25 00:56:34,USR-0033,2026-04-01 05:30:00
HIS-000748,OPP-00165,4,6,2026-03-04 10:11:18,USR-0033,2026-04-01 05:30:00
HIS-000749,OPP-00166,0,1,2026-02-19 08:18:28,USR-0033,2026-04-01 05:30:00
HIS-000750,OPP-00166,1,2,2026-03-14 17:49:10,USR-0033,2026-04-01 05:30:00
HIS-000751,OPP-00166,2,3,2026-03-22 18:24:22,USR-0033,2026-04-01 05:30:00
HIS-000752,OPP-00167,0,1,2026-02-17 09:24:40,USR-0034,2026-04-01 05:30:00
HIS-000753,OPP-00167,1,2,2026-03-03 10:11:46,USR-0034,2026-04-01 05:30:00
HIS-000754,OPP-00167,2,3,2026-03-04 23:04:14,USR-0034,2026-04-01 05:30:00
HIS-000755,OPP-00167,3,4,2026-03-13 01:23:32,USR-0034,2026-04-01 05:30:00
HIS-000756,OPP-00167,4,6,2026-03-13 02:39:50,USR-0034,2026-04-01 05:30:00
HIS-000757,OPP-00168,0,1,2026-01-22 21:11:18,USR-0023,2026-01-21 21:11:18
HIS-000758,OPP-00168,1,2,2026-01-23 19:12:09,USR-0023,2026-04-01 05:30:00
HIS-000759,OPP-00168,2,3,2026-02-03 01:06:03,USR-0023,2026-04-01 05:30:00
HIS-000760,OPP-00168,3,4,2026-02-08 13:28:55,USR-0023,2026-04-01 05:30:00
HIS-000761,OPP-00168,4,5,2026-02-08 15:07:55,USR-0023,2026-04-01 05:30:00
HIS-000762,OPP-00169,0,1,2026-03-14 10:10:54,USR-0025,2026-04-01 05:30:00
HIS-000763,OPP-00169,1,2,2026-03-20 14:09:29,USR-0025,2026-04-01 05:30:00
HIS-000764,OPP-00169,2,3,2026-03-26 04:35:11,USR-0025,2026-04-01 05:30:00
HIS-000765,OPP-00169,3,4,2026-03-29 12:04:08,USR-0025,2026-04-01 05:30:00
HIS-000766,OPP-00170,0,1,2026-03-17 08:23:02,USR-0024,2026-04-01 05:30:00
HIS-000767,OPP-00170,1,2,2026-03-28 17:47:53,USR-0024,2026-04-01 05:30:00
HIS-000768,OPP-00171,0,1,2026-02-01 02:49:53,USR-0033,2026-04-01 05:30:00
HIS-000769,OPP-00171,1,2,2026-02-11 18:17:47,USR-0033,2026-04-01 05:30:00
HIS-000770,OPP-00171,2,3,2026-02-17 15:42:20,USR-0033,2026-04-01 05:30:00
HIS-000771,OPP-00171,3,4,2026-03-05 00:25:53,USR-0033,2026-04-01 05:30:00
HIS-000772,OPP-00171,4,6,2026-03-21 16:29:01,USR-0033,2026-04-01 05:30:00
HIS-000773,OPP-00172,0,1,2025-11-19 13:47:08,USR-0036,2026-04-01 05:30:00
HIS-000774,OPP-00172,1,2,2025-12-13 03:45:15,USR-0036,2026-04-01 05:30:00
HIS-000775,OPP-00172,2,3,2026-03-04 00:09:02,USR-0036,2026-04-01 05:30:00
HIS-000776,OPP-00172,3,4,2026-03-25 07:12:55,USR-0036,2026-04-01 05:30:00
HIS-000777,OPP-00173,0,1,2025-11-15 02:11:26,USR-0024,2026-04-01 05:30:00
HIS-000778,OPP-00173,1,2,2025-11-18 21:52:03,USR-0024,2026-04-01 05:30:00
HIS-000779,OPP-00173,2,3,2025-12-02 00:38:47,USR-0024,2026-04-01 05:30:00
HIS-000780,OPP-00173,3,4,2025-12-05 04:28:32,USR-0024,2026-04-01 05:30:00
HIS-000781,OPP-00173,4,6,2025-12-19 04:21:10,USR-0024,2026-04-01 05:30:00
HIS-000782,OPP-00174,0,1,2026-02-13 19:02:04,USR-0032,2026-04-01 05:30:00
HIS-000783,OPP-00174,1,2,2026-03-06 02:05:18,USR-0032,2026-04-01 05:30:00
HIS-000784,OPP-00174,2,3,2026-03-18 06:36:46,USR-0032,2026-03-17 06:36:46
HIS-000785,OPP-00174,3,4,2026-03-27 20:46:54,USR-0032,2026-04-01 05:30:00
HIS-000786,OPP-00175,0,1,2026-02-08 07:26:42,USR-0025,2026-04-01 05:30:00
HIS-000787,OPP-00175,1,2,2026-02-16 16:08:09,USR-0025,2026-04-01 05:30:00
HIS-000788,OPP-00175,2,3,2026-02-24 00:41:32,USR-0025,2026-04-01 05:30:00
HIS-000789,OPP-00175,3,4,2026-02-24 19:50:09,USR-0025,2026-04-01 05:30:00
HIS-000790,OPP-00175,4,6,2026-02-26 23:00:30,USR-0025,2026-04-01 05:30:00
HIS-000791,OPP-00176,0,1,2025-10-15 16:41:48,USR-0029,2026-04-01 05:30:00
HIS-000792,OPP-00176,1,2,2025-10-26 16:31:00,USR-0029,2026-04-01 05:30:00
HIS-000793,OPP-00176,2,3,2025-11-08 20:03:10,USR-0029,2026-04-01 05:30:00
HIS-000794,OPP-00176,3,4,2025-11-09 09:55:34,USR-0029,2026-04-01 05:30:00
HIS-000795,OPP-00176,4,6,2025-11-09 11:28:18,USR-0029,2026-04-01 05:30:00
HIS-000796,OPP-00177,0,1,2026-01-02 23:12:23,USR-0024,2026-04-01 05:30:00
HIS-000797,OPP-00177,1,2,2026-01-15 10:48:09,USR-0024,2026-04-01 05:30:00
HIS-000798,OPP-00177,2,3,2026-01-18 21:09:06,USR-0024,2026-04-01 05:30:00
HIS-000799,OPP-00177,3,4,2026-01-19 12:51:50,USR-0024,2026-04-01 05:30:00
HIS-000800,OPP-00177,4,6,2026-01-20 00:48:02,USR-0024,2026-04-01 05:30:00
HIS-000801,OPP-00178,0,1,2025-10-04 06:04:52,USR-0024,2026-04-01 05:30:00
HIS-000802,OPP-00178,1,2,2025-10-09 05:42:59,USR-0024,2026-04-01 05:30:00
HIS-000803,OPP-00178,2,3,2025-10-12 20:52:44,USR-0024,2026-04-01 05:30:00
HIS-000804,OPP-00178,3,4,2025-10-17 08:42:38,USR-0024,2026-04-01 05:30:00
HIS-000805,OPP-00178,4,6,2025-10-21 13:34:22,USR-0024,2025-10-20 13:34:22
HIS-000806,OPP-00179,0,1,2025-10-22 01:21:38,USR-0023,2026-04-01 05:30:00
HIS-000807,OPP-00179,1,2,2025-10-29 21:27:46,USR-0023,2026-04-01 05:30:00
HIS-000808,OPP-00179,2,3,2025-11-02 09:53:53,USR-0023,2026-04-01 05:30:00
HIS-000809,OPP-00179,3,4,2025-11-10 01:40:15,USR-0023,2026-04-01 05:30:00
HIS-000810,OPP-00179,4,6,2025-11-10 06:02:15,USR-0023,2026-04-01 05:30:00
HIS-000811,OPP-00180,0,1,2026-01-25 00:04:16,USR-0023,2026-04-01 05:30:00
HIS-000812,OPP-00180,1,2,2026-02-08 14:06:56,USR-0023,2026-04-01 05:30:00
HIS-000813,OPP-00180,2,3,2026-02-13 14:14:07,USR-0023,2026-04-01 05:30:00
HIS-000814,OPP-00180,3,4,2026-02-16 18:37:05,USR-0023,2026-02-15 18:37:05
HIS-000815,OPP-00180,4,6,2026-02-23 16:44:49,USR-0023,2026-04-01 05:30:00
HIS-000816,OPP-00181,0,1,2026-02-15 05:40:13,USR-0023,2026-04-01 05:30:00
HIS-000817,OPP-00181,1,2,2026-03-05 18:24:32,USR-0023,2026-04-01 05:30:00
HIS-000818,OPP-00181,2,3,2026-03-10 07:26:16,USR-0023,2026-04-01 05:30:00
HIS-000819,OPP-00181,3,4,2026-03-15 15:32:47,USR-0023,2026-04-01 05:30:00
HIS-000820,OPP-00181,4,6,2026-03-25 03:02:18,USR-0023,2026-04-01 05:30:00
HIS-000821,OPP-00182,0,1,2026-01-10 19:00:21,USR-0025,2026-04-01 05:30:00
HIS-000822,OPP-00182,1,2,2026-01-14 11:02:12,USR-0025,2026-04-01 05:30:00
HIS-000823,OPP-00182,2,3,2026-01-20 15:15:42,USR-0025,2026-04-01 05:30:00
HIS-000824,OPP-00182,3,4,2026-02-01 15:14:21,USR-0025,2026-04-01 05:30:00
HIS-000825,OPP-00182,4,6,2026-02-13 22:06:31,USR-0025,2026-04-01 05:30:00
HIS-000831,OPP-00184,0,1,2026-02-28 08:54:35,USR-0028,2026-04-01 05:30:00
HIS-000832,OPP-00184,1,2,2026-03-04 16:12:37,USR-0028,2026-04-01 05:30:00
HIS-000833,OPP-00184,2,3,2026-03-04 19:50:37,USR-0028,2026-04-01 05:30:00
HIS-000834,OPP-00184,3,4,2026-03-10 00:11:53,USR-0028,2026-04-01 05:30:00
HIS-000835,OPP-00184,4,6,2026-03-19 13:00:18,USR-0028,2026-04-01 05:30:00
HIS-000841,OPP-00186,0,1,2026-01-24 10:49:18,USR-0030,2026-04-01 05:30:00
HIS-000842,OPP-00186,1,2,2026-01-31 00:21:08,USR-0030,2026-04-01 05:30:00
HIS-000843,OPP-00186,2,3,2026-02-01 11:09:29,USR-0030,2026-04-01 05:30:00
HIS-000844,OPP-00186,3,4,2026-02-21 20:13:26,USR-0030,2026-04-01 05:30:00
HIS-000845,OPP-00186,4,6,2026-03-17 00:14:42,USR-0030,2026-04-01 05:30:00
HIS-000846,OPP-00187,0,1,2026-03-19 17:46:50,USR-0024,2026-04-01 05:30:00
HIS-000847,OPP-00187,1,2,2026-03-23 22:11:20,USR-0024,2026-04-01 05:30:00
HIS-000848,OPP-00187,2,3,2026-03-25 17:06:03,USR-0024,2026-04-01 05:30:00
HIS-000849,OPP-00187,3,4,2026-03-28 21:55:33,USR-0024,2026-04-01 05:30:00
HIS-000850,OPP-00187,4,6,2026-03-30 17:33:02,USR-0024,2026-04-01 05:30:00
HIS-000851,OPP-00188,0,1,2025-11-28 04:41:42,USR-0024,2025-11-27 04:41:42
HIS-000852,OPP-00188,1,2,2025-12-01 02:35:44,USR-0024,2025-11-30 02:35:44
HIS-000853,OPP-00188,2,3,2025-12-05 11:47:28,USR-0024,2026-04-01 05:30:00
HIS-000854,OPP-00188,3,4,2025-12-12 00:12:15,USR-0024,2026-04-01 05:30:00
HIS-000855,OPP-00188,4,6,2025-12-31 02:59:57,USR-0024,2026-04-01 05:30:00
HIS-000856,OPP-00189,0,1,2026-01-23 04:59:08,USR-0036,2026-04-01 05:30:00
HIS-000857,OPP-00189,1,2,2026-02-25 23:02:30,USR-0036,2026-02-24 23:02:30
HIS-000858,OPP-00190,0,1,2025-12-02 16:04:39,USR-0035,2026-04-01 05:30:00
HIS-000859,OPP-00190,1,2,2026-01-07 11:47:01,USR-0035,2026-04-01 05:30:00
HIS-000860,OPP-00190,2,3,2026-03-14 13:54:19,USR-0035,2026-04-01 05:30:00
HIS-000861,OPP-00191,0,1,2026-03-30 02:04:33,USR-0032,2026-04-01 05:30:00
HIS-000862,OPP-00192,0,1,2026-03-18 16:05:29,USR-0023,2026-04-01 05:30:00
HIS-000863,OPP-00192,1,2,2026-03-27 02:22:58,USR-0023,2026-03-26 02:22:58
HIS-000864,OPP-00193,0,1,2025-11-28 04:56:45,USR-0023,2026-04-01 05:30:00
HIS-000865,OPP-00193,1,2,2025-12-05 17:45:56,USR-0023,2025-12-04 17:45:56
HIS-000866,OPP-00193,2,3,2025-12-18 14:54:18,USR-0023,2026-04-01 05:30:00
HIS-000867,OPP-00193,3,4,2025-12-22 20:05:58,USR-0023,2026-04-01 05:30:00
HIS-000868,OPP-00193,4,6,2025-12-23 00:13:08,USR-0023,2026-04-01 05:30:00
HIS-000869,OPP-00194,0,1,2025-12-28 23:21:25,USR-0024,2026-04-01 05:30:00
HIS-000870,OPP-00194,1,2,2026-01-04 19:02:07,USR-0024,2026-04-01 05:30:00
HIS-000871,OPP-00194,2,3,2026-01-05 19:21:28,USR-0024,2026-04-01 05:30:00
HIS-000872,OPP-00194,3,4,2026-01-09 16:07:39,USR-0024,2026-04-01 05:30:00
HIS-000873,OPP-00194,4,5,2026-01-16 22:47:15,USR-0024,2026-04-01 05:30:00
HIS-000874,OPP-00195,0,1,2026-03-20 14:06:01,USR-0028,2026-04-01 05:30:00
HIS-000875,OPP-00195,1,2,2026-03-30 06:23:58,USR-0028,2026-03-29 06:23:58
HIS-000876,OPP-00196,0,1,2026-03-02 08:43:19,USR-0028,2026-04-01 05:30:00
HIS-000877,OPP-00196,1,2,2026-03-07 00:54:30,USR-0028,2026-04-01 05:30:00
HIS-000878,OPP-00196,2,3,2026-03-08 06:46:16,USR-0028,2026-04-01 05:30:00
HIS-000879,OPP-00196,3,4,2026-03-16 04:49:39,USR-0028,2026-04-01 05:30:00
HIS-000880,OPP-00196,4,6,2026-03-25 11:41:49,USR-0028,2026-03-24 11:41:49
HIS-000881,OPP-00197,0,1,2026-03-23 18:31:45,USR-0024,2026-04-01 05:30:00
HIS-000882,OPP-00198,0,1,2026-03-24 04:42:11,USR-0029,2026-04-01 05:30:00
HIS-000883,OPP-00198,1,2,2026-03-30 00:20:33,USR-0029,2026-04-01 05:30:00
HIS-000884,OPP-00199,0,1,2025-09-16 06:55:37,USR-0029,2026-04-01 05:30:00
HIS-000885,OPP-00199,1,2,2025-09-20 19:29:28,USR-0029,2026-04-01 05:30:00
HIS-000886,OPP-00199,2,3,2025-09-27 20:08:37,USR-0029,2026-04-01 05:30:00
HIS-000887,OPP-00199,3,4,2025-10-06 21:24:03,USR-0029,2026-04-01 05:30:00
HIS-000888,OPP-00199,4,6,2025-10-13 04:39:17,USR-0029,2026-04-01 05:30:00
HIS-000889,OPP-00200,0,1,2026-02-04 13:00:39,USR-0028,2026-04-01 05:30:00
HIS-000890,OPP-00200,1,2,2026-02-09 20:26:27,USR-0028,2026-04-01 05:30:00
HIS-000891,OPP-00200,2,3,2026-02-10 06:18:35,USR-0028,2026-04-01 05:30:00
HIS-000892,OPP-00200,3,4,2026-02-13 04:26:29,USR-0028,2026-04-01 05:30:00
HIS-000893,OPP-00200,4,6,2026-02-24 10:51:19,USR-0028,2026-04-01 05:30:00
HIS-000894,OPP-00201,0,1,2025-10-10 23:28:19,USR-0028,2026-04-01 05:30:00
HIS-000895,OPP-00201,1,2,2025-10-18 21:25:03,USR-0028,2026-04-01 05:30:00
HIS-000896,OPP-00201,2,3,2025-10-28 16:48:25,USR-0028,2026-04-01 05:30:00
HIS-000897,OPP-00201,3,4,2025-11-11 17:15:57,USR-0028,2026-04-01 05:30:00
HIS-000898,OPP-00201,4,5,2025-11-14 15:21:55,USR-0028,2026-04-01 05:30:00
HIS-000899,OPP-00202,0,1,2025-10-28 16:42:53,USR-0036,2026-04-01 05:30:00
HIS-000900,OPP-00202,1,2,2025-12-02 00:26:45,USR-0036,2026-04-01 05:30:00
HIS-000901,OPP-00202,2,3,2026-01-20 17:35:00,USR-0036,2026-04-01 05:30:00
HIS-000902,OPP-00202,3,4,2026-02-06 02:58:57,USR-0036,2026-04-01 05:30:00
HIS-000903,OPP-00202,4,6,2026-02-24 06:38:24,USR-0036,2026-04-01 05:30:00
HIS-000904,OPP-00203,0,1,2025-10-26 06:15:48,USR-0025,2026-04-01 05:30:00
HIS-000905,OPP-00203,1,2,2025-11-03 21:25:23,USR-0025,2026-04-01 05:30:00
HIS-000906,OPP-00203,2,3,2025-11-09 10:40:22,USR-0025,2026-04-01 05:30:00
HIS-000907,OPP-00203,3,4,2025-11-09 11:56:16,USR-0025,2026-04-01 05:30:00
HIS-000908,OPP-00203,4,6,2025-11-16 07:22:43,USR-0025,2026-04-01 05:30:00
HIS-000909,OPP-00204,0,1,2025-10-28 17:49:17,USR-0029,2026-04-01 05:30:00
HIS-000910,OPP-00204,1,2,2025-11-10 19:44:50,USR-0029,2026-04-01 05:30:00
HIS-000911,OPP-00204,2,3,2025-11-10 21:54:05,USR-0029,2026-04-01 05:30:00
HIS-000912,OPP-00204,3,4,2025-11-13 06:24:35,USR-0029,2026-04-01 05:30:00
HIS-000913,OPP-00204,4,6,2025-11-15 09:56:16,USR-0029,2026-04-01 05:30:00
HIS-000914,OPP-00205,0,1,2025-12-09 13:31:42,USR-0032,2026-04-01 05:30:00
HIS-000915,OPP-00205,1,2,2026-01-08 02:15:49,USR-0032,2026-04-01 05:30:00
HIS-000916,OPP-00205,2,3,2026-01-15 02:34:52,USR-0032,2026-04-01 05:30:00
HIS-000917,OPP-00205,3,4,2026-02-01 11:25:14,USR-0032,2026-04-01 05:30:00
HIS-000918,OPP-00205,4,6,2026-02-03 00:45:25,USR-0032,2026-04-01 05:30:00
HIS-000919,OPP-00206,0,1,2025-12-04 22:46:09,USR-0032,2026-04-01 05:30:00
HIS-000920,OPP-00206,1,2,2026-01-09 07:45:59,USR-0032,2026-04-01 05:30:00
HIS-000921,OPP-00206,2,3,2026-01-15 10:03:40,USR-0032,2026-04-01 05:30:00
HIS-000922,OPP-00206,3,4,2026-01-23 14:48:25,USR-0032,2026-01-22 14:48:25
HIS-000923,OPP-00206,4,6,2026-02-20 23:47:57,USR-0032,2026-02-19 23:47:57
HIS-000924,OPP-00207,0,1,2025-09-22 19:14:41,USR-0029,2026-04-01 05:30:00
HIS-000925,OPP-00207,1,2,2025-09-23 20:32:34,USR-0029,2026-04-01 05:30:00
HIS-000926,OPP-00207,2,3,2025-10-01 16:31:03,USR-0029,2026-04-01 05:30:00
HIS-000927,OPP-00207,3,4,2025-10-06 17:08:41,USR-0029,2026-04-01 05:30:00
HIS-000928,OPP-00207,4,6,2025-10-18 19:24:55,USR-0029,2026-04-01 05:30:00
HIS-000929,OPP-00208,0,1,2026-01-11 23:02:14,USR-0030,2026-04-01 05:30:00
HIS-000930,OPP-00208,1,2,2026-01-23 19:22:03,USR-0030,2026-04-01 05:30:00
HIS-000931,OPP-00208,2,3,2026-02-12 12:02:22,USR-0030,2026-04-01 05:30:00
HIS-000932,OPP-00208,3,4,2026-02-27 16:09:18,USR-0030,2026-04-01 05:30:00
HIS-000933,OPP-00209,0,1,2025-11-16 00:28:54,USR-0028,2026-04-01 05:30:00
HIS-000934,OPP-00209,1,2,2025-11-30 20:11:11,USR-0028,2026-04-01 05:30:00
HIS-000935,OPP-00209,2,3,2025-12-01 19:12:21,USR-0028,2026-04-01 05:30:00
HIS-000936,OPP-00209,3,4,2025-12-10 20:31:13,USR-0028,2026-04-01 05:30:00
HIS-000937,OPP-00209,4,6,2025-12-13 09:38:32,USR-0028,2026-04-01 05:30:00
HIS-000938,OPP-00210,0,1,2025-09-23 13:50:47,USR-0030,2025-09-22 13:50:47
HIS-000939,OPP-00210,1,2,2025-10-10 11:42:11,USR-0030,2026-04-01 05:30:00
HIS-000940,OPP-00210,2,3,2025-10-16 11:10:33,USR-0030,2026-04-01 05:30:00
HIS-000941,OPP-00210,3,4,2025-10-17 23:00:47,USR-0030,2025-10-16 23:00:47
HIS-000942,OPP-00210,4,5,2025-10-23 14:43:15,USR-0030,2026-04-01 05:30:00
HIS-000943,OPP-00211,0,1,2025-11-29 18:07:11,USR-0026,2026-04-01 05:30:00
HIS-000944,OPP-00211,1,2,2025-12-09 05:47:01,USR-0026,2026-04-01 05:30:00
HIS-000945,OPP-00211,2,3,2025-12-11 01:58:24,USR-0026,2026-04-01 05:30:00
HIS-000946,OPP-00211,3,4,2025-12-11 03:57:29,USR-0026,2026-04-01 05:30:00
HIS-000947,OPP-00211,4,6,2025-12-24 02:41:25,USR-0026,2026-04-01 05:30:00
HIS-000948,OPP-00212,0,1,2025-09-23 05:19:28,USR-0032,2026-04-01 05:30:00
HIS-000949,OPP-00212,1,2,2025-10-09 13:33:14,USR-0032,2026-04-01 05:30:00
HIS-000950,OPP-00212,2,3,2025-10-12 17:59:10,USR-0032,2026-04-01 05:30:00
HIS-000951,OPP-00212,3,4,2025-10-13 01:46:48,USR-0032,2026-04-01 05:30:00
HIS-000952,OPP-00212,4,6,2025-10-13 10:43:55,USR-0032,2026-04-01 05:30:00
HIS-000953,OPP-00213,0,1,2026-01-03 08:27:59,USR-0026,2026-04-01 05:30:00
HIS-000954,OPP-00213,1,2,2026-01-06 18:48:33,USR-0026,2026-04-01 05:30:00
HIS-000955,OPP-00213,2,3,2026-01-14 20:24:57,USR-0026,2026-04-01 05:30:00
HIS-000956,OPP-00213,3,4,2026-01-16 16:32:03,USR-0026,2026-04-01 05:30:00
HIS-000957,OPP-00213,4,5,2026-01-19 22:49:57,USR-0026,2026-01-18 22:49:57
HIS-000958,OPP-00214,0,1,2026-02-02 19:57:27,USR-0026,2026-04-01 05:30:00
HIS-000959,OPP-00214,1,2,2026-02-06 18:14:31,USR-0026,2026-04-01 05:30:00
HIS-000960,OPP-00214,2,3,2026-02-08 00:06:41,USR-0026,2026-04-01 05:30:00
HIS-000961,OPP-00214,3,4,2026-02-13 00:13:15,USR-0026,2026-04-01 05:30:00
HIS-000962,OPP-00214,4,5,2026-02-17 12:31:17,USR-0026,2026-04-01 05:30:00
HIS-000963,OPP-00215,0,1,2025-10-26 01:09:58,USR-0028,2026-04-01 05:30:00
HIS-000964,OPP-00215,1,2,2025-10-31 11:12:54,USR-0028,2026-04-01 05:30:00
HIS-000965,OPP-00215,2,3,2025-11-11 05:55:54,USR-0028,2026-04-01 05:30:00
HIS-000966,OPP-00215,3,4,2025-11-19 16:58:32,USR-0028,2025-11-18 16:58:32
HIS-000967,OPP-00215,4,5,2025-11-20 01:21:52,USR-0028,2026-04-01 05:30:00
HIS-000968,OPP-00216,0,1,2026-01-10 23:22:34,USR-0024,2026-04-01 05:30:00
HIS-000969,OPP-00216,1,2,2026-01-17 17:47:18,USR-0024,2026-04-01 05:30:00
HIS-000970,OPP-00216,2,3,2026-01-20 23:14:59,USR-0024,2026-04-01 05:30:00
HIS-000971,OPP-00216,3,4,2026-01-23 10:08:07,USR-0024,2026-04-01 05:30:00
HIS-000972,OPP-00216,4,5,2026-01-28 10:25:52,USR-0024,2026-04-01 05:30:00
HIS-000973,OPP-00217,0,1,2025-11-26 12:18:46,USR-0034,2026-04-01 05:30:00
HIS-000974,OPP-00217,1,2,2025-12-13 12:51:16,USR-0034,2025-12-12 12:51:16
HIS-000975,OPP-00217,2,3,2026-01-03 21:34:31,USR-0034,2026-04-01 05:30:00
HIS-000976,OPP-00217,3,4,2026-01-24 05:19:42,USR-0034,2026-04-01 05:30:00
HIS-000977,OPP-00217,4,6,2026-02-14 02:54:37,USR-0034,2026-04-01 05:30:00
HIS-000978,OPP-00218,0,1,2025-10-01 00:35:00,USR-0025,2026-04-01 05:30:00
HIS-000979,OPP-00218,1,2,2025-10-08 14:49:16,USR-0025,2026-04-01 05:30:00
HIS-000980,OPP-00218,2,3,2025-10-14 19:44:45,USR-0025,2026-04-01 05:30:00
HIS-000981,OPP-00218,3,4,2025-10-17 17:32:21,USR-0025,2026-04-01 05:30:00
HIS-000982,OPP-00218,4,6,2025-10-28 20:55:55,USR-0025,2026-04-01 05:30:00
HIS-000983,OPP-00219,0,1,2026-02-27 08:35:42,USR-0026,2026-04-01 05:30:00
HIS-000984,OPP-00219,1,2,2026-03-13 02:16:46,USR-0026,2026-04-01 05:30:00
HIS-000985,OPP-00219,2,3,2026-03-16 01:05:40,USR-0026,2026-04-01 05:30:00
HIS-000986,OPP-00219,3,4,2026-03-20 18:54:20,USR-0026,2026-04-01 05:30:00
HIS-000987,OPP-00219,4,5,2026-03-21 03:59:34,USR-0026,2026-04-01 05:30:00
HIS-000988,OPP-00220,0,1,2025-09-30 14:16:53,USR-0024,2026-04-01 05:30:00
HIS-000989,OPP-00220,1,2,2025-10-08 14:50:34,USR-0024,2026-04-01 05:30:00
HIS-000990,OPP-00220,2,3,2025-10-09 14:27:32,USR-0024,2026-04-01 05:30:00
HIS-000991,OPP-00220,3,4,2025-10-26 04:53:26,USR-0024,2026-04-01 05:30:00
HIS-000992,OPP-00220,4,6,2025-10-28 14:27:35,USR-0024,2026-04-01 05:30:00
HIS-000993,OPP-00221,0,1,2025-09-10 13:55:36,USR-0023,2026-04-01 05:30:00
HIS-000994,OPP-00221,1,2,2025-09-15 19:39:38,USR-0023,2026-04-01 05:30:00
HIS-000995,OPP-00221,2,3,2025-09-22 14:53:21,USR-0023,2026-04-01 05:30:00
HIS-000996,OPP-00221,3,4,2025-09-24 10:00:11,USR-0023,2026-04-01 05:30:00
HIS-000997,OPP-00221,4,5,2025-09-30 22:05:08,USR-0023,2026-04-01 05:30:00
HIS-000998,OPP-00222,0,1,2026-03-28 21:14:41,USR-0025,2026-04-01 05:30:00
HIS-000999,OPP-00223,0,1,2026-02-25 15:10:52,USR-0026,2026-04-01 05:30:00
