opp_id,account_id,owner_id,opp_name,opp_stage,opp_stage_num,opp_amount,currency,opp_type,lead_source,is_partner_sourced,created_date,close_date,is_won,is_closed,is_test,source_hs_contact_id,source_sf_lead_id,_synced_at
OPP-00123,ACC-01035,USR-0029,"Ellis, Marks and Buchanan - New Business #00123",Closed Lost,6,10526.87,USD,New Business,Partner,true,2025-12-22,2026-01-17,false,true,false,HS-001646,LEAD-001646,2026-04-01 05:30:00
OPP-00124,ACC-00512,USR-0028,May-Turner - New Business #00124,Closed Lost,6,5963.22,USD,New Business,Inbound,false,2025-12-06,2025-12-21,false,true,false,HS-001684,LEAD-001684,2026-04-01 05:30:00
OPP-00125,ACC-00123,USR-0031,Smith-Bell - New Business #00125,Closed Lost,6,,USD,New Business,Event,false,2025-09-25,2025-10-19,false,true,false,HS-001689,LEAD-001689,2026-04-01 05:30:00
OPP-00126,ACC-01172,USR-0029,West-Wilson - New Business #00126,Closed Lost,6,1856.93,USD,New Business,Inbound,false,2026-01-14,2026-02-14,false,true,false,HS-001726,LEAD-001726,2026-04-01 05:30:00
OPP-00127,ACC-00359,USR-0029,Duran LLC - New Business #00127,Closed Lost,6,6324.90,USD,New Business,Inbound,false,2025-12-31,2026-01-31,false,true,false,HS-001728,LEAD-001728,2026-04-01 05:30:00
OPP-00128,ACC-00588,USR-0033,"Morrison, Hebert and Rogers - New Business #00128",Discovery,1,15690.52,USD,New Business,Inbound,false,2026-03-30,,false,false,false,HS-001729,LEAD-001729,2026-04-01 05:30:00
OPP-00129,ACC-00121,USR-0023,Stein-Silva - New Business #00129,Closed Lost,6,3136.02,USD,New Business,Inbound,false,2025-12-13,2026-01-05,false,true,false,HS-001734,LEAD-001734,2026-04-01 05:30:00
OPP-00130,ACC-00918,USR-0027,Jones-Bradley - New Business #00130,Closed Won,5,7935.15,USD,New Business,Partner,true,2025-11-27,2025-12-15,true,true,false,HS-001738,LEAD-001738,2026-04-01 05:30:00
OPP-00131,ACC-00356,USR-0025,Gregory-Watkins - New Business #00131,Closed Lost,6,3346.33,USD,New Business,Inbound,false,2025-11-07,2025-11-22,false,true,false,HS-001746,LEAD-001746,2026-04-01 05:30:00
OPP-00132,ACC-00656,USR-0025,Boone-Davis - New Business #00132,Closed Lost,6,15440.05,USD,New Business,Partner,true,2025-11-19,2025-12-13,false,true,false,HS-001757,LEAD-001757,2026-04-01 05:30:00
OPP-00133,ACC-01105,USR-0029,Johnston and Sons - New Business #00133,Closed Won,5,6787.69,USD,New Business,Partner,true,2026-03-07,2026-03-24,true,true,false,HS-001758,LEAD-001758,2026-04-01 05:30:00
OPP-00134,ACC-01055,USR-0026,"Powell, Deleon and Warren - New Business #00134",Closed Lost,6,3366.43,USD,New Business,Outbound,false,2026-01-15,2026-01-21,false,true,false,HS-001767,LEAD-001767,2026-04-01 05:30:00
OPP-00135,ACC-00914,USR-0025,Dawson Inc - New Business #00135,Closed Lost,6,4047.95,USD,New Business,Inbound,false,2025-10-10,2025-11-11,false,true,false,HS-001773,LEAD-001773,2026-04-01 05:30:00
OPP-00136,ACC-00314,USR-0034,"Fisher, Wilson and Brown - New Business #00136",Closed Won,5,17046.65,USD,New Business,Referral,false,2025-11-13,2026-02-02,true,true,false,HS-001775,LEAD-001775,2026-04-01 05:30:00
OPP-00137,ACC-00184,USR-0026,Jones-Soto - New Business #00137,Closed Lost,6,4348.13,GBP,New Business,Inbound,false,2026-01-18,2026-01-30,false,true,false,HS-001780,LEAD-001780,2026-04-01 05:30:00
OPP-00138,ACC-00188,USR-0025,Rowe Group - New Business #00138,Closed Lost,6,6834.30,USD,New Business,Outbound,false,2026-02-16,2026-03-27,false,true,false,HS-001795,LEAD-001795,2026-04-01 05:30:00
OPP-00139,ACC-00823,USR-0034,Schultz Inc - New Business #00139,Negotiation,4,18869.53,USD,New Business,Outbound,false,2026-01-08,,false,false,false,HS-001803,LEAD-001803,2026-04-01 05:30:00
OPP-00140,ACC-00345,USR-0024,Kane PLC - New Business #00140,Closed Won,5,7877.61,USD,New Business,Event,false,2025-09-18,2025-10-30,true,true,false,HS-001822,LEAD-001822,2026-04-01 05:30:00
OPP-00141,ACC-00556,USR-0025,Salas-Fitzgerald - New Business #00141,Closed Lost,6,4356.60,USD,New Business,Outbound,false,2025-10-11,2025-11-29,false,true,false,HS-001826,LEAD-001826,2026-04-01 05:30:00
OPP-00142,ACC-00681,USR-0034,Duran Group - New Business #00142,Closed Lost,6,11231.47,USD,New Business,Inbound,false,2025-10-22,2025-12-18,false,true,false,HS-001835,LEAD-001835,2026-04-01 05:30:00
OPP-00143,ACC-00240,USR-0030,Garner-Thornton - New Business #00143,Closed Won,5,12756.76,USD,New Business,Inbound,false,2025-11-09,2026-03-13,true,true,false,HS-001836,LEAD-001836,2026-04-01 05:30:00
OPP-00144,ACC-01137,USR-0030,"DELETEME - Fitzpatrick, Rivera and Smith - New Business #00144",Proposal,3,25587.01,USD,New Business,Partner,true,2026-03-17,,false,false,true,HS-001837,LEAD-001837,2026-04-01 05:30:00
OPP-00145,ACC-00713,USR-0029,Peterson PLC - New Business #00145,Closed Lost,6,3773.70,USD,New Business,Paid,false,2025-10-19,2025-11-03,false,true,false,HS-001846,LEAD-001846,2026-04-01 05:30:00
OPP-00146,ACC-00591,USR-0023,"Mcdonald, Lee and Rodriguez - New Business #00146",Closed Lost,6,8947.68,USD,New Business,Content,false,2025-11-30,2026-01-08,false,true,false,HS-001857,LEAD-001857,2026-04-01 05:30:00
OPP-00147,ACC-00181,USR-0026,Harrison-Alexander - New Business #00147,Closed Lost,6,2927.92,USD,New Business,Outbound,false,2025-09-28,2025-10-16,false,true,false,HS-001862,LEAD-001862,2026-04-01 05:30:00
OPP-00148,ACC-01096,USR-0026,"Carpenter, Oliver and Kennedy - New Business #00148",Closed Won,5,3815.52,USD,New Business,Event,false,2025-09-17,2025-10-02,true,true,false,HS-001871,LEAD-001871,2026-04-01 05:30:00
OPP-00149,ACC-00568,USR-0026,Huang-Foster - New Business #00149,Closed Won,5,1699.31,USD,New Business,Inbound,false,2026-01-24,2026-03-18,true,true,false,HS-001884,LEAD-001884,2026-04-01 05:30:00
OPP-00150,ACC-00714,USR-0023,"Sanders, Ayala and Johnson - New Business #00150",Closed Won,5,9580.84,USD,New Business,Referral,false,2025-09-23,2025-10-12,true,true,false,HS-001885,LEAD-001885,2026-04-01 05:30:00
OPP-00151,ACC-00057,USR-0034,Davis Group - New Business #00151,Closed Won,5,11357.03,USD,New Business,Content,false,2025-12-15,2026-02-12,true,true,false,HS-001888,LEAD-001888,2026-04-01 05:30:00
OPP-00152,ACC-00963,USR-0030,Gallagher and Sons - New Business #00152,Closed Won,5,84518.29,USD,New Business,Content,false,2025-12-29,2026-02-06,true,true,false,HS-001901,LEAD-001901,2026-04-01 05:30:00
OPP-00153,ACC-00023,USR-0028,"West, Henderson and Ramirez - New Business #00153",Closed Lost,6,4937.00,USD,New Business,Inbound,false,2026-02-23,2026-03-27,false,true,false,HS-001907,LEAD-001907,2026-04-01 05:30:00
OPP-00154,ACC-00701,USR-0032,Jacobson Inc - New Business #00154,Demo,2,28324.72,USD,New Business,Partner,true,2026-02-26,,false,false,false,HS-001917,LEAD-001917,2026-04-01 05:30:00
OPP-00155,ACC-00023,USR-0025,"West, Henderson and Ramirez - New Business #00155",Closed Won,5,5822.03,USD,New Business,Paid,false,2025-09-15,2025-11-25,true,true,false,HS-001939,LEAD-001939,2026-04-01 05:30:00
OPP-00156,ACC-00397,USR-0026,"Williams, Mccoy and Cook - New Business #00156",Closed Won,5,2691.37,USD,New Business,Content,false,2026-03-05,2026-03-27,true,true,false,HS-001959,LEAD-001959,2026-04-01 05:30:00
OPP-00157,ACC-00209,USR-0033,Ruiz Ltd - New Business #00157,Proposal,3,38426.54,USD,New Business,Inbound,false,2026-02-26,,false,false,false,HS-001961,LEAD-001961,2026-04-01 05:30:00
OPP-00158,ACC-01194,USR-0031,Holt and Sons - New Business #00158,Closed Won,5,,USD,New Business,Paid,false,2025-10-27,2025-12-17,true,true,false,HS-001963,LEAD-001963,2026-04-01 05:30:00
OPP-00159,ACC-00459,USR-0028,Kelly-Norman - New Business #00159,Discovery,1,7313.97,USD,New Business,Outbound,false,2026-03-27,,false,false,false,HS-001986,LEAD-001986,2026-04-01 05:30:00
OPP-00159D,ACC-00459,USR-0028,Kelly-Norman - New Business #00159,Discovery,1,7313.97,USD,New Business,Outbound,false,2026-03-27,,false,false,false,HS-001986,LEAD-001986,2026-04-01 05:30:00
OPP-00160,ACC-00737,USR-0028,Cook-Oliver - New Business #00160,Closed Lost,6,3774.92,USD,New Business,Outbound,false,2025-09-11,2025-11-28,false,true,false,HS-001993,LEAD-001993,2026-04-01 05:30:00
OPP-00161,ACC-01060,USR-0026,"Sanders, Leblanc and Maldonado - New Business #00161",Closed Lost,6,5047.07,USD,New Business,Partner,true,2025-11-29,2025-12-22,false,true,false,HS-001998,LEAD-001998,2026-04-01 05:30:00
OPP-00162,ACC-00335,USR-0028,"Pugh, Henderson and Moon - New Business #00162",Closed Lost,6,6206.61,USD,New Business,Content,false,2026-02-09,2026-03-04,false,true,false,HS-002003,LEAD-002003,2026-04-01 05:30:00
OPP-00163,ACC-00056,USR-0026,Wagner-King - New Business #00163,Closed Lost,6,8300.27,USD,New Business,Outbound,false,2026-01-06,2026-01-30,false,true,false,HS-002010,LEAD-002010,2026-04-01 05:30:00
OPP-00164,ACC-00815,USR-0033,Werner-Carter - New Business #00164,Closed Lost,6,30062.69,USD,New Business,Outbound,false,2026-02-03,2026-03-17,false,true,false,HS-002016,LEAD-002016,2026-04-01 05:30:00
OPP-00165,ACC-00112,USR-0033,Manning Group - New Business #00165,Closed Lost,6,18901.90,USD,New Business,Inbound,false,2026-01-25,2026-03-04,false,true,false,HS-002034,LEAD-002034,2026-04-01 05:30:00
OPP-00166,ACC-00789,USR-0033,Brooks and Sons - New Business #00166,Proposal,3,27153.16,USD,New Business,Referral,false,2026-02-19,,false,false,false,HS-002046,LEAD-002046,2026-04-01 05:30:00
OPP-00167,ACC-00843,USR-0034,Rios-Padilla - New Business #00167,Closed Lost,6,25309.76,USD,New Business,Event,false,2026-02-17,2026-03-13,false,true,false,HS-002049,LEAD-002049,2026-04-01 05:30:00
OPP-00168,ACC-00272,USR-0023,Robinson-Lee - New Business #00168,Closed Won,5,3964.62,USD,New Business,Outbound,false,2026-01-22,2026-02-08,true,true,false,HS-002076,LEAD-002076,2026-04-01 05:30:00
OPP-00169,ACC-00599,USR-0025,Boyle-Smith - New Business #00169,Negotiation,4,4694.84,USD,New Business,Event,false,2026-03-14,,false,false,false,HS-002086,LEAD-002086,2026-04-01 05:30:00
OPP-00170,ACC-00668,USR-0024,"Harrison, Franco and Rocha - New Business #00170",Demo,2,4671.60,USD,New Business,Inbound,false,2026-03-17,,false,false,false,HS-002101,LEAD-002101,2026-04-01 05:30:00
OPP-00171,ACC-01147,USR-0033,"Adams, Quinn and Watson - New Business #00171",Closed Lost,6,40329.75,USD,New Business,Outbound,false,2026-02-01,2026-03-21,false,true,false,HS-002108,LEAD-002108,2026-04-01 05:30:00
OPP-00172,ACC-01149,USR-0036,Nelson-Cruz - New Business #00172,Negotiation,4,95376.93,USD,New Business,Content,false,2025-11-19,,false,false,false,HS-002120,LEAD-002120,2026-04-01 05:30:00
OPP-00173,ACC-00738,USR-0024,Alexander-Jordan - New Business #00173,Closed Lost,6,5297.45,USD,New Business,Event,false,2025-11-15,2025-12-19,false,true,false,HS-002123,LEAD-002123,2026-04-01 05:30:00
OPP-00174,ACC-00275,USR-0032,"Lucas, Parker and Alexander - New Business #00174",Negotiation,4,43573.77,USD,New Business,Paid,false,2026-02-13,,false,false,false,HS-002133,LEAD-002133,2026-04-01 05:30:00
OPP-00175,ACC-00944,USR-0025,Underwood-Foster - New Business #00175,Closed Lost,6,,USD,New Business,Inbound,false,2026-02-08,2026-02-26,false,true,false,HS-002155,LEAD-002155,2026-04-01 05:30:00
OPP-00176,ACC-00675,,Levy-May - New Business #00176,Closed Lost,6,0.00,USD,New Business,Outbound,false,2025-10-15,2025-11-09,false,true,false,HS-002172,LEAD-002172,2026-04-01 05:30:00
OPP-00177,ACC-00671,USR-0024,Tran-Silva - New Business #00177,Closed Lost,6,9406.74,USD,New Business,Outbound,false,2026-01-02,2026-01-20,false,true,false,HS-002214,LEAD-002214,2026-04-01 05:30:00
OPP-00178,ACC-00144,USR-0024,Rodriguez-Johnson - New Business #00178,Closed Lost,6,10314.82,USD,New Business,Outbound,false,2025-10-04,2025-10-21,false,true,false,HS-002241,LEAD-002241,2026-04-01 05:30:00
OPP-00179,ACC-00338,USR-0023,Moore Group - New Business #00179,Closed Lost,6,5006.30,USD,New Business,Event,false,2025-10-22,2025-11-10,false,true,false,HS-002243,LEAD-002243,2026-04-01 05:30:00
OPP-00180,ACC-00225,,Gay Inc - New Business #00180,Closed Lost,6,1732.16,USD,New Business,Inbound,false,2026-01-25,2026-02-23,false,true,false,HS-002260,LEAD-002260,2026-04-01 05:30:00
OPP-00181,ACC-01046,USR-0023,Morgan LLC - New Business #00181,Closed Lost,6,7779.72,USD,New Business,Event,false,2026-02-15,2026-03-25,false,true,false,HS-002265,LEAD-002265,2026-04-01 05:30:00
OPP-00182,ACC-01037,USR-0025,Hernandez PLC - New Business #00182,Closed Lost,6,1962.97,USD,New Business,Inbound,false,2026-01-10,2026-02-13,false,true,false,HS-002266,LEAD-002266,2026-04-01 05:30:00
OPP-00183,ACC-00148,USR-0023,DELETEME - Garcia LLC - New Business #00183,Closed Won,5,3309.21,USD,New Business,Inbound,false,2025-09-24,2025-10-20,true,true,true,HS-002276,LEAD-002276,2026-04-01 05:30:00
OPP-00184,ACC-01079,USR-0028,"Nguyen, Hill and Douglas - New Business #00184",Closed Lost,6,4614.71,USD,New Business,Partner,true,2026-02-28,2026-03-19,false,true,false,HS-002295,LEAD-002295,2026-04-01 05:30:00
OPP-00185,ACC-01015,USR-0028,Watson Group - New Business #00185,Closed Lost,6,6088.15,USD,New Business,Event,false,2026-03-15,2026-03-25,false,true,false,HS-002302,LEAD-002302,2026-04-01 05:30:00
OPP-00186,ACC-00159,USR-0030,Christensen PLC - New Business #00186,Closed Lost,6,31773.97,USD,New Business,Outbound,false,2026-01-24,2026-03-17,false,true,false,HS-002352,LEAD-002352,2026-04-01 05:30:00
OPP-00187,ACC-00586,USR-0024,Lopez-Curry - New Business #00187,Closed Lost,6,4052.14,USD,New Business,Inbound,false,2026-03-19,2026-03-30,false,true,false,HS-002365,LEAD-002365,2026-04-01 05:30:00
OPP-00188,ACC-00231,USR-0024,"Suarez, Shields and Hill - New Business #00188",Closed Lost,6,3008.70,USD,New Business,Content,false,2025-11-28,2025-12-31,false,true,false,HS-002367,LEAD-002367,2026-04-01 05:30:00
OPP-00189,ACC-00536,USR-0036,"Becker, Wilson and Hester - New Business #00189",Demo,2,51686.34,USD,New Business,Event,false,2026-01-23,,false,false,false,HS-002390,LEAD-002390,2026-04-01 05:30:00
OPP-00190,ACC-01182,USR-0035,Smith LLC - New Business #00190,Proposal,3,71848.47,USD,New Business,Content,false,2025-12-02,,false,false,false,HS-002394,LEAD-002394,2026-04-01 05:30:00
OPP-00191,ACC-00866,USR-0032,Cruz-Allen - New Business #00191,Discovery,1,37860.16,USD,New Business,Inbound,false,2026-03-30,,false,false,false,HS-002396,LEAD-002396,2026-04-01 05:30:00
OPP-00192,ACC-00318,USR-0023,"Turner, Schneider and Johnson - New Business #00192",Demo,2,3245.02,USD,New Business,Inbound,false,2026-03-18,,false,false,false,HS-002404,LEAD-002404,2026-04-01 05:30:00
OPP-00193,ACC-00686,USR-0023,"Durham, Hopkins and Smith - New Business #00193",Closed Lost,6,4910.46,USD,New Business,Content,false,2025-11-28,2025-12-23,false,true,false,HS-002411,LEAD-002411,2026-04-01 05:30:00
OPP-00194,ACC-00920,USR-0024,Green-Edwards - New Business #00194,Closed Won,5,3802.62,USD,New Business,Partner,true,2025-12-28,2026-01-16,true,true,false,HS-002419,LEAD-002419,2026-04-01 05:30:00
OPP-00195,ACC-00198,USR-0028,"Guerrero, Peck and Coleman - New Business #00195",Demo,2,7729.95,USD,New Business,Outbound,false,2026-03-20,,false,false,false,HS-002422,LEAD-002422,2026-04-01 05:30:00
OPP-00196,ACC-00268,USR-0028,"Phillips, Spence and Barrett - New Business #00196",Closed Lost,6,9085.46,USD,New Business,Partner,true,2026-03-02,2026-03-25,false,true,false,HS-002437,LEAD-002437,2026-04-01 05:30:00
OPP-00197,ACC-00628,USR-0024,Miller-Brandt - New Business #00197,Discovery,1,3665.92,USD,New Business,Inbound,false,2026-03-23,,false,false,false,HS-002442,LEAD-002442,2026-04-01 05:30:00
OPP-00198,ACC-00180,USR-0029,Garcia-Smith - New Business #00198,Demo,2,9392.61,USD,New Business,Content,false,2026-03-24,,false,false,false,HS-002451,LEAD-002451,2026-04-01 05:30:00
OPP-00199,ACC-01120,USR-0029,Clark Inc - New Business #00199,Closed Lost,6,3622.00,USD,New Business,Inbound,false,2025-09-16,2025-10-13,false,true,false,HS-002454,LEAD-002454,2026-04-01 05:30:00
OPP-00200,ACC-01053,USR-0028,Nicholson-Robertson - New Business #00200,Closed Lost,6,8891.88,USD,New Business,Outbound,false,2026-02-04,2026-02-24,false,true,false,HS-002455,LEAD-002455,2026-04-01 05:30:00
OPP-00201,ACC-00682,USR-0028,Kirby and Sons - New Business #00201,Closed Won,5,12771.92,USD,New Business,Inbound,false,2025-10-10,2025-11-14,true,true,false,HS-002471,LEAD-002471,2026-04-01 05:30:00
OPP-00202,ACC-00096,USR-0036,"Lewis, Kennedy and Santana - New Business #00202",Closed Lost,6,87643.78,USD,New Business,Event,false,2025-10-28,2026-02-24,false,true,false,HS-002501,LEAD-002501,2026-04-01 05:30:00
OPP-00203,ACC-00582,USR-0025,Pearson and Sons - New Business #00203,Closed Lost,6,3172.48,USD,New Business,Event,false,2025-10-26,2025-11-16,false,true,false,HS-002520,LEAD-002520,2026-04-01 05:30:00
OPP-00204,ACC-00509,USR-0029,Miller Ltd - New Business #00204,Closed Lost,6,7515.50,USD,New Business,Inbound,false,2025-10-28,2025-11-15,false,true,false,HS-002548,LEAD-002548,2026-04-01 05:30:00
OPP-00205,ACC-00438,USR-0032,Young-Martinez - New Business #00205,Closed Lost,6,13168.96,USD,New Business,Outbound,false,2025-12-09,2026-02-03,false,true,false,HS-002603,LEAD-002603,2026-04-01 05:30:00
OPP-00206,ACC-00414,USR-0032,"Lamb, Martin and Kim - New Business #00206",Closed Lost,6,79449.15,USD,New Business,Inbound,false,2025-12-04,2026-02-20,false,true,false,HS-002627,LEAD-002627,2026-04-01 05:30:00
OPP-00207,ACC-00175,USR-0029,"Carlson, Hooper and Wall - New Business #00207",Closed Lost,6,6691.92,USD,New Business,Outbound,false,2025-09-22,2025-10-18,false,true,false,HS-002641,LEAD-002641,2026-04-01 05:30:00
OPP-00208,ACC-01163,USR-0030,Alvarado-Davidson - New Business #00208,Negotiation,4,,USD,New Business,Referral,false,2026-01-11,,false,false,false,HS-002647,LEAD-002647,2026-04-01 05:30:00
OPP-00209,ACC-01150,USR-0028,Marsh-Banks - New Business #00209,Closed Lost,6,7127.31,USD,New Business,Partner,true,2025-11-16,2025-12-13,false,true,false,HS-002648,LEAD-002648,2026-04-01 05:30:00
OPP-00210,ACC-00852,USR-0030,Jones PLC - New Business #00210,Closed Won,5,29970.20,USD,New Business,Partner,true,2025-09-23,2025-10-23,true,true,false,HS-002667,LEAD-002667,2026-04-01 05:30:00
OPP-00211,ACC-00088,USR-0026,"Mccall, Hanson and Alvarado - New Business #00211",Closed Lost,6,6254.66,USD,New Business,Event,false,2025-11-29,2025-12-24,false,true,false,HS-002669,LEAD-002669,2026-04-01 05:30:00
OPP-00212,ACC-00304,USR-0032,"Harper, Smith and Buchanan - New Business #00212",Closed Lost,6,12856.07,GBP,New Business,Event,false,2025-09-23,2025-10-13,false,true,false,HS-002672,LEAD-002672,2026-04-01 05:30:00
OPP-00213,ACC-00935,USR-0026,Martinez Inc - New Business #00213,Closed Won,5,3960.35,USD,New Business,Inbound,false,2026-01-03,2026-01-19,true,true,false,HS-002684,LEAD-002684,2026-04-01 05:30:00
OPP-00214,ACC-00092,USR-0004,"Bentley, Byrd and Orr - New Business #00214",Closed Won,5,3614.74,USD,New Business,Content,false,2026-02-02,2026-02-17,true,true,false,HS-002704,LEAD-002704,2026-04-01 05:30:00
OPP-00215,ACC-00699,USR-0028,Miller Group - New Business #00215,Closed Won,5,2189.02,USD,New Business,Outbound,false,2025-10-26,2025-11-20,true,true,false,HS-002716,LEAD-002716,2026-04-01 05:30:00
OPP-00216,ACC-00328,USR-0024,Perry-Davis - New Business #00216,Closed Won,5,2704.14,USD,New Business,Outbound,false,2026-01-10,2026-01-28,true,true,false,HS-002771,LEAD-002771,2026-04-01 05:30:00
OPP-00217,ACC-00499,USR-0034,Humphrey PLC - New Business #00217,Closed Lost,6,26474.96,USD,New Business,Outbound,false,2025-11-26,2026-02-14,false,true,false,HS-002785,LEAD-002785,2026-04-01 05:30:00
OPP-00218,ACC-00532,USR-0027,Luna-Gallagher - New Business #00218,Closed Lost,6,8963.21,USD,New Business,Inbound,false,2025-10-01,2025-10-28,false,true,false,HS-002794,LEAD-002794,2026-04-01 05:30:00
OPP-00219,ACC-00937,USR-0026,Parks-Pace - New Business #00219,Closed Won,5,4711.63,USD,New Business,Event,false,2026-02-27,2026-03-21,true,true,false,HS-002819,LEAD-002819,2026-04-01 05:30:00
OPP-00220,ACC-00267,USR-0024,Armstrong-Andrews - New Business #00220,Closed Lost,6,7020.50,USD,New Business,Inbound,false,2025-09-30,2025-10-28,false,true,false,HS-002836,LEAD-002836,2026-04-01 05:30:00
OPP-00221,ACC-01190,USR-0023,Ellis-Lawrence - New Business #00221,Closed Won,5,4818.97,USD,New Business,Outbound,false,2025-09-10,2025-09-30,true,true,false,HS-002845,LEAD-002845,2026-04-01 05:30:00
OPP-00222,ACC-00549,USR-0025,"Patton, Parsons and Lane - New Business #00222",Discovery,1,4004.52,USD,New Business,Partner,true,2026-03-28,,false,false,false,HS-002857,LEAD-002857,2026-04-01 05:30:00
OPP-00223,ACC-00929,USR-0026,"Terry, Williams and Huff - New Business #00223",Negotiation,4,6976.91,USD,New Business,Inbound,false,2026-02-25,,false,false,false,HS-002859,LEAD-002859,2026-04-01 05:30:00
OPP-00224,ACC-00016,USR-0030,"Washington, Ryan and Cummings - New Business #00224",Closed Won,5,43369.36,USD,New Business,Event,false,2025-11-11,2026-01-06,true,true,false,HS-002862,LEAD-002862,2026-04-01 05:30:00
OPP-00225,ACC-00682,USR-0026,Kirby and Sons - New Business #00225,Closed Lost,6,3742.99,USD,New Business,Outbound,false,2025-12-11,2026-01-23,false,true,false,HS-002903,LEAD-002903,2026-04-01 05:30:00
OPP-00226,ACC-00013,USR-0028,"Robinson, Jones and Welch - New Business #00226",Demo,2,4374.19,USD,New Business,Partner,true,2026-03-21,,false,false,false,HS-002914,LEAD-002914,2026-04-01 05:30:00
OPP-00227,ACC-00169,USR-0029,"Wood, Tran and Cooper - New Business #00227",Closed Won,5,4029.18,USD,New Business,Event,false,2025-11-05,2025-12-08,true,true,false,HS-002919,LEAD-002919,2026-04-01 05:30:00
OPP-00228,ACC-01038,USR-0033,"Chang, Ayers and Buckley - New Business #00228",Closed Won,5,18790.41,USD,New Business,Partner,true,2025-10-30,2026-01-15,true,true,false,HS-002920,LEAD-002920,2026-04-01 05:30:00
OPP-00229,ACC-00448,USR-0034,King-Smith - New Business #00229,Closed Won,5,27944.10,USD,New Business,Inbound,false,2025-12-12,2026-01-09,true,true,false,HS-002933,LEAD-002933,2026-04-01 05:30:00
OPP-00230,ACC-01200,USR-0026,"Tanner, Hunt and Cameron - New Business #00230",Closed Won,5,3348.00,USD,New Business,Inbound,false,2025-12-10,2026-01-15,true,true,false,HS-002943,LEAD-002943,2026-04-01 05:30:00
OPP-00231,ACC-00845,USR-0034,Wheeler PLC - New Business #00231,Closed Lost,6,28802.08,USD,New Business,Inbound,false,2025-11-13,2025-11-26,false,true,false,HS-002952,LEAD-002952,2026-04-01 05:30:00
OPP-00231D,ACC-00845,USR-0034,Wheeler PLC - New Business #00231,Closed Lost,6,28802.08,USD,New Business,Inbound,false,2025-11-13,2025-11-26,false,true,false,HS-002952,LEAD-002952,2026-04-01 05:30:00
OPP-00232,ACC-01177,USR-0024,"Powers, Clements and Cox - New Business #00232",Closed Lost,6,6494.65,USD,New Business,Partner,true,2025-12-11,2026-01-01,false,true,false,HS-002975,LEAD-002975,2026-04-01 05:30:00
OPP-00233,ACC-00791,USR-0025,Lopez-Reid - New Business #00233,Closed Lost,6,10141.70,USD,New Business,Content,false,2025-09-15,2025-10-01,false,true,false,HS-003006,LEAD-003006,2026-04-01 05:30:00
OPP-00234,ACC-01156,USR-0028,"Mcpherson, Anderson and Knapp - New Business #00234",Closed Lost,6,4769.10,USD,New Business,Outbound,false,2025-11-12,2025-12-05,false,true,false,HS-003009,LEAD-003009,2026-04-01 05:30:00
OPP-00235,ACC-01161,USR-0028,"Marks, Stone and Watts - New Business #00235",Closed Lost,6,5482.27,USD,New Business,Inbound,false,2025-11-04,2025-11-10,false,true,false,HS-003026,LEAD-003026,2026-04-01 05:30:00
OPP-00236,ACC-00656,USR-0029,Boone-Davis - New Business #00236,Closed Won,5,4353.54,USD,New Business,Content,false,2025-12-23,2026-01-21,true,true,false,HS-003029,LEAD-003029,2026-04-01 05:30:00
OPP-00237,ACC-00006,USR-0032,Anderson Group - New Business #00237,Closed Lost,6,22739.11,USD,New Business,Inbound,false,2026-01-30,2026-03-10,false,true,false,HS-003032,LEAD-003032,2026-04-01 05:30:00
OPP-00238,ACC-01031,USR-0004,Flowers LLC - New Business #00238,Closed Won,5,1938.41,USD,New Business,Inbound,false,2026-01-27,2026-03-06,true,true,false,HS-003038,LEAD-003038,2026-04-01 05:30:00
OPP-00239,ACC-00291,USR-0035,"Turner, Ortiz and Taylor - New Business #00239",Closed Lost,6,38098.13,USD,New Business,Referral,false,2025-10-19,2025-12-23,false,true,false,HS-003039,LEAD-003039,2026-04-01 05:30:00
OPP-00240,ACC-00994,USR-0029,Bell-Bennett - New Business #00240,Negotiation,4,2382.35,USD,New Business,Partner,true,2026-03-09,,false,false,false,HS-003042,LEAD-003042,2026-04-01 05:30:00
OPP-00241,ACC-01042,USR-0034,Powell-Montgomery - New Business #00241,Closed Lost,6,28847.58,USD,New Business,Outbound,false,2025-12-19,2026-02-23,false,true,false,HS-003051,LEAD-003051,2026-04-01 05:30:00
OPP-00242,ACC-00321,USR-0030,Lam LLC - New Business #00242,Negotiation,4,21785.91,USD,New Business,Inbound,false,2025-12-02,,false,false,false,HS-003055,LEAD-003055,2026-04-01 05:30:00
OPP-00243,ACC-01185,,"Newton, Ortiz and King - New Business #00243",Negotiation,4,9341.21,USD,New Business,Partner,true,2026-03-10,,false,false,false,HS-003063,LEAD-003063,2026-04-01 05:30:00
OPP-00244,ACC-00463,USR-0036,"Jimenez, Glass and Stone - New Business #00244",Discovery,1,41849.54,USD,New Business,Inbound,false,2026-03-30,,false,false,false,HS-003094,LEAD-003094,2026-04-01 05:30:00
OPP-00245,ACC-00899,USR-0033,Shaw Inc - New Business #00245,Closed Won,5,23446.98,USD,New Business,Partner,true,2025-12-03,2026-01-25,true,true,false,HS-003123,LEAD-003123,2026-04-01 05:30:00
OPP-00246,ACC-01037,USR-0004,Hernandez PLC - New Business #00246,Closed Lost,6,6475.75,USD,New Business,Outbound,false,2026-01-24,2026-03-02,false,true,false,HS-003125,LEAD-003125,2026-04-01 05:30:00
